Sample_ID,C_N,d13C_post,d13C_kilj,d13C,d15N,location,organism,month,tissue,,,
LK9-A23-MUSS-2,5.926978217,-27.61229157,-27.69883717,-30.16,0.9,lake,mussel,august,,,,
LK9-A23-MUSS-3,5.978522852,-27.05126238,-27.15734268,-29.65,1.66,lake,mussel,august,,,,
LK9-A23-MUSS-4,4.833357101,-27.76497647,-27.45610308,-29.23,1.6,lake,mussel,august,,,,
LK9-A23-MUSS-5,5.887393857,-27.47148008,-27.54307723,-29.98,1.58,lake,mussel,august,,,,
CR5-A23-ODO-8,4.912890548,-30.06623836,-29.78486257,-31.61,3.57,creek,odonate,august,,,,
CR9-A23-ODO-1,5.54949067,-31.53600424,-31.48190744,-33.71,3.88,creek,odonate,august,,,,
CR9-A23-ODO-2,5.152892794,-31.23863613,-31.04145803,-33.02,4.44,creek,odonate,august,,,,
CR9-A23-ODO-3,5.645969584,-30.09049011,-30.07193052,-32.36,3.7,creek,odonate,august,,,,
CR9-A23-ODO-4,6.218811039,-30.25337707,-30.45155426,-33.09,4.08,creek,odonate,august,,,,
CR9-A23-ODO-5,5.631263628,-30.62504901,-30.60105436,-32.88,3.9,creek,odonate,august,,,,
CR9-A23-ODO-6,4.858104877,-31.24047617,-30.94013726,-32.73,3.5,creek,odonate,august,,,,
LK1-A23-ODO-3,4.977716802,-25.76206037,-25.50324692,-27.37,3.33,lake,odonate,august,,,,
LK2-A23-ODO-1,5.075858825,-24.94489976,-24.72049802,-26.65,3.35,lake,odonate,august,,,,
LK5-A23-ODO-2,5.311553141,-23.50156239,-23.36104011,-25.44,2.92,lake,odonate,august,,,,
LK1-A23-SL-4,8.174338344,-20.37740504,-21.38496226,-25.15,9.85,lake,slug,august,,,,
LK1-A23-SL-5,8.300354305,-20.43264924,-21.49582647,-25.33,7.78,lake,slug,august,,,,
LK2-A23-SL-1,4.725114062,-24.65213708,-24.30616698,-26.01,2.8,lake,slug,august,,,,
LK2-A23-SL-2,7.774540005,-21.0532054,-21.88697758,-25.43,6.51,lake,slug,august,,,,
LK2-A23-SL-3,5.777606055,-24.37017001,-24.40055162,-26.77,0.16,lake,slug,august,,,,
CR5-A23-SMB-10-L,7.236643871,-25.88572257,-26.49225975,-29.73,7.34,creek,smallmouth bass,august,liver,,,
CR5-A23-SMB-10-M,3.781196824,-28.05661514,-27.40358126,-28.48,8.9,creek,smallmouth bass,august,muscle,,,
CR5-A23-SMB-2-M,3.757152178,-24.95041934,-24.28995924,-25.35,5.29,creek,smallmouth bass,august,muscle,,,
CR5-A23-SMB-6-M,3.728899743,-27.48838925,-26.81922911,-27.86,7.53,creek,smallmouth bass,august,muscle,,,
CR9-A23-SMB-9-L,5.641282077,-24.90513074,-24.88483802,-27.17,6.96,creek,smallmouth bass,august,liver,,,
CR9-A23-SMB-9-M,3.85585772,-24.66270086,-24.03285417,-25.16,6.88,creek,smallmouth bass,august,muscle,,,
FN-A23-SMB-1-L,5.609330614,-28.74676269,-28.71467416,-30.98,6.52,int,smallmouth bass,august,liver,,,
FN-A23-SMB-1-M,3.793697478,-28.6842395,-28.03507441,-29.12,7.67,int,smallmouth bass,august,muscle,,,
LK-A23-SMB-1-L,5.991902381,-25.74801664,-25.85918045,-28.36,6.44,lake,smallmouth bass,august,liver,,,
LK-A23-SMB-1-M,3.725300419,-26.70195259,-26.03168607,-27.07,7.31,lake,smallmouth bass,august,muscle,,,
LK-A23-SMB-10-L,5.021231435,-25.98898088,-25.74538738,-27.64,6.22,lake,smallmouth bass,august,liver,,,
LK-A23-SMB-10-M,3.819990329,-26.06820957,-25.42719952,-26.53,6.6,lake,smallmouth bass,august,muscle,,,
LK-A23-SMB-2-L,5.746587134,-25.96087874,-25.97968085,-28.33,7.24,lake,smallmouth bass,august,liver,,,
LK-A23-SMB-2-M,3.80397136,-26.87406835,-26.22808697,-27.32,7.36,lake,smallmouth bass,august,muscle,,,
LK-A23-SMB-5-L,5.269817918,-26.36288026,-26.20737875,-28.26,6.63,lake,smallmouth bass,august,liver,,,
LK-A23-SMB-5-M,3.764514108,-27.06313103,-26.40494253,-27.47,6.96,lake,smallmouth bass,august,muscle,,,
LK-A23-SMB-6-M,3.78461798,-26.3832282,-25.73125258,-26.81,7.31,lake,smallmouth bass,august,muscle,,,
LK-A23-SMB-8-L,5.91693475,-25.7622346,-25.84498303,-28.3,7.63,lake,smallmouth bass,august,liver,,,
LK-A23-SMB-8-M,3.765430196,-25.54222411,-24.88431841,-25.95,7.52,lake,smallmouth bass,august,muscle,,,
LK-A23-SMB-9-L,5.46371955,-27.01091765,-26.92546593,-29.1,7,lake,smallmouth bass,august,liver,,,
LK-A23-SMB-9-M,3.681473355,-27.34534138,-26.6616395,-27.67,7,lake,smallmouth bass,august,muscle,,,
CR9-A23-SF-2,5.648861612,-29.607627,-29.59013703,-31.88,4.39,creek,stonefly,august,,,,
CR9-A23-SF-3,5.166479679,-29.22518512,-29.03282794,-31.02,4.5,creek,stonefly,august,,,,
CR9-A23-SF-5,5.709788283,-29.9273096,-29.93241202,-32.26,4.61,creek,stonefly,august,,,,
CR9-A23-SP-1,4.938523021,-30.63086221,-30.35839162,-32.2,4.2,creek,stonefly,august,,,,
CR5-A23-YP-10-M,3.892710548,-29.85621656,-29.2378863,-30.39,6.96,creek,yellow perch,august,muscle,,,
FN-A23-YP-3-L,5.846454084,-28.18201046,-28.23819631,-30.65,5.13,int,yellow perch,august,liver,,,
FN-A23-YP-3-M,3.645449163,-30.83100533,-30.13631053,-31.12,5.92,int,yellow perch,august,muscle,,,
CR5-A23-CADD-4,5.195855944,-31.73610262,-31.55418856,-33.56,4.17,creek,caddisfly,august,,,,
LK-A23-MF-Pool,4.594046367,-26.8018941,-26.41151331,-28.03,1.86,lake,mayfly,august,,,,
LK1-A23-MF-7,4.827446933,-26.03082754,-25.71991889,-27.49,1.88,lake,mayfly,august,,,,
LK7-A23-MF-9,5.647020919,-25.72944929,-25.71127851,-28,0.62,lake,mayfly,august,,,,
LK7-A23-MF-10,4.692138746,-25.87478264,-25.51758665,-27.2,0.39,lake,mayfly,august,,,,
LK9-A23-MF-2,5.604661776,-25.29138484,-25.25757526,-27.52,0.34,lake,mayfly,august,,,,
LK1-A23-MF-4,6.12846476,-25.89281989,-26.05617124,-28.64,1.19,lake,mayfly,august,,,,
CR5-M23-CADD-1,5.806660076,-32.01140652,-32.0526603,-34.44,4.11,creek,caddisfly,may,,,,
CR5-A23-CADD-2,5.570150927,-30.44555058,-30.39904002,-32.64,3.77,creek,caddisfly,august,,,,
FN-A23-YP-5-M,3.879163079,-29.80962855,-29.18705928,-30.33,6.37,int,yellow perch,august,muscle,,,
CR5-A23-YP-8-M,3.862974565,-31.10565518,-30.47802883,-31.61,6.36,creek,yellow perch,august,muscle,,,
FN-A23-GS-7-M,3.831287716,-30.17702516,-29.5395265,-30.65,7.79,int,golden shiner,august,muscle,,,
FN-A23-YP-1-M,3.797494714,-32.64048023,-31.99249142,-33.08,6.42,int,yellow perch,august,muscle,,,
FN-A23-GS-7-L,5.38237385,-30.58144989,-30.46646948,-32.59,6.82,int,golden shiner,august,liver,,,
FN-A23-YP-1-L,5.282113945,-32.13070719,-31.97961324,-34.04,5.06,int,yellow perch,august,liver,,,
FN-A23-CC-6-M,4.077356555,-27.21341701,-26.65349123,-27.93,7.28,int,creek chub,august,muscle,,,
FN-A23-CS-10-M,3.949335658,-30.1801577,-29.57961395,-30.77,6.2,int,common shiner,august,muscle,,,
FN-A23-CC-1-M,3.793949779,-27.75398972,-27.10490277,-28.19,6.2,int,creek chub,august,muscle,,,
FN-A23-CC-6-L,5.85460787,-26.41393821,-26.47318948,-28.89,6.87,int,creek chub,august,liver,,,
FN-A23-SMB-3-M,3.908414149,-23.90066999,-23.28726133,-24.45,5.1,int,smallmouth bass,august,muscle,,,
FN-A23-CC-1-L,5.194524067,-27.12742117,-26.94503305,-28.95,5.31,int,creek chub,august,liver,,,
FN-A23-SMB-3-L,5.282544032,-25.94028141,-25.7893417,-27.85,5.49,int,smallmouth bass,august,liver,,,
FN-A23-CC-2-M,3.851025061,-27.07748519,-26.44613179,-27.57,7.42,int,creek chub,august,muscle,,,
FN-A23-CC-2-L,4.997918575,-25.94206061,-25.69030559,-27.57,6.55,int,creek chub,august,liver,,,
FN-A23-GS-6-M,3.854535097,-30.69401025,-30.06375112,-31.19,5.93,int,golden shiner,august,muscle,,,
CR9-A23-SF-4,5.139989869,-30.59141003,-30.38965904,-32.36,4.26,creek,stonefly,august,,,,
CR5-A23-MF-1,5.47198956,-34.65273034,-34.57029204,-36.75,2.11,creek,mayfly,august,,,,
FN-A23-GS-1-M,3.939659086,-29.9397375,-29.33614643,-30.52,6.53,int,golden shiner,august,muscle,,,
FN-A23-SMB-2-M,3.878669848,-27.60011685,-26.97739337,-28.12,7.06,int,smallmouth bass,august,muscle,,,
FN-A23-CS-1-M,3.977935192,-29.65184416,-29.06032571,-30.27,7.03,int,common shiner,august,muscle,,,
FN-A23-CC-5-M,3.944665935,-26.80478072,-26.20276599,-27.39,6.46,int,creek chub,august,muscle,,,
FN-A23-SMB-4-M,3.91199032,-23.81712958,-23.20484289,-24.37,5.1,int,smallmouth bass,august,muscle,,,
FN-A23-YP-2-M,3.849892406,-29.20860652,-28.57690009,-29.7,6.78,int,yellow perch,august,muscle,,,
FN-A23-YP-6-M,3.830683161,-28.77762367,-28.13993699,-29.25,5.92,int,yellow perch,august,muscle,,,
FN-A23-YP-4-M,3.86342172,-29.4352125,-28.80772571,-29.94,6.67,int,yellow perch,august,muscle,,,
CR5-A23-SMB-7-M,3.938250593,-24.52113191,-23.91709755,-25.1,6.15,creek,smallmouth bass,august,muscle,,,
CR5-A23-CC-9-M,3.872925833,-28.75580343,-28.13128465,-29.27,6.51,creek,creek chub,august,muscle,,,
FN-A23-SMB-2-L,6.810289493,-24.9778134,-25.4097722,-28.4,5.86,int,smallmouth bass,august,liver,,,
FN-A23-GS-2-M,4.033340731,-29.66699268,-29.09303855,-30.34,6.27,int,golden shiner,august,muscle,,,
FN-A23-SMB-4-L,6.036986885,-23.72338298,-23.85171532,-26.38,4.73,int,smallmouth bass,august,liver,,,
FN-A23-YP-2-L,5.393874648,-28.6500641,-28.53924615,-30.67,5.83,int,yellow perch,august,liver,,,
FN-A23-YP-6-L,5.879904205,-27.18889484,-27.25766886,-29.69,5.4,int,yellow perch,august,liver,,,
CR5-A23-CC-9-L,5.042246012,-28.27817645,-28.04195465,-29.95,5.43,creek,creek chub,august,liver,,,
CR5-A23-SMB-7-L,5.419386192,-26.50480767,-26.40323759,-28.55,6.63,creek,smallmouth bass,august,liver,,,
FN-A23-YP-4-L,5.565863867,-29.87979477,-29.83170897,-32.07,5.27,int,yellow perch,august,liver,,,
FN-A23-GS-1-L,4.988210108,-31.00167199,-30.74652325,-32.62,5.49,int,golden shiner,august,liver,,,
FN-A23-CC-5-L,9.065618851,-23.85503734,-25.26440842,-29.51,5.43,int,creek chub,august,liver,,,
CR5-A23-MF-POOL,6.058371326,-34.51221239,-34.648709,-37.19,1.96,creek,mayfly,august,,,,
CR5-A23-SMB-8-M,3.690860571,-22.96604803,-22.28521819,-23.3,4.69,creek,smallmouth bass,august,muscle,,,
CR9-A23-SMB-9-M,3.794390747,-21.74355316,-21.09460279,-22.18,5.48,creek,smallmouth bass,august,muscle,,,
CR5-A23-YP-7-M,3.746112153,-29.89134897,-29.22748589,-30.28,6.94,creek,yellow perch,august,muscle,,,
CR5-A23-SMB-1-M,3.807262316,-23.96081031,-23.31584952,-24.41,5.55,creek,smallmouth bass,august,muscle,,,
CR5-A23-MF-POOL,6.025465029,-34.81478962,-34.93872865,-37.46,2.15,creek,mayfly,august,,,,
CR5-A23-YP-9-M,3.751988589,-30.1055313,-29.44347904,-30.5,6.33,creek,yellow perch,august,muscle,,,
CR5-A23-CC-7-L,5.125512666,-29.11574246,-28.90886689,-30.87,6.83,creek,creek chub,august,liver,,,
CR5-A23-YP-10-L,4.918723668,-32.26046357,-31.98111247,-33.81,5.59,creek,yellow perch,august,liver,,,
CR5-A23-SMB-2-L,5.066281422,-25.37438139,-25.14660809,-27.07,5.2,creek,smallmouth bass,august,liver,,,
CR5-A23-SMB-6-L,5.018359959,-27.30182364,-27.05722395,-28.95,7.36,creek,smallmouth bass,august,liver,,,
CR5-A23-SMB-8-L,4.853238215,-23.94529417,-23.64327539,-25.43,4.68,creek,smallmouth bass,august,liver,,,
CR5-A23-SMB-9-L,5.437618156,-23.34675803,-23.25180927,-25.41,5.28,creek,smallmouth bass,august,liver,,,
CR5-A23-YP-7-L,5.173828752,-30.24790954,-30.05816238,-32.05,6.09,creek,yellow perch,august,liver,,,
CR5-A23-SMB-1-L,5.64020147,-24.39620054,-24.37550838,-26.66,5.03,creek,smallmouth bass,august,liver,,,
CR5-A23-YP-9-L,5.617852706,-29.49832582,-29.46938044,-31.74,5.81,creek,yellow perch,august,liver,,,
CR9-A23-CC-3-M,3.878801005,-29.01998701,-28.39730453,-29.54,6.77,creek,creek chub,august,muscle,,,
CR9-A23-CC-4-M,3.792918789,-28.5150104,-27.86560416,-28.95,6.86,creek,creek chub,august,muscle,,,
CR9-A23-CC-4-L,10.46439202,-25.4102519,-27.4879352,-32.45,5.67,creek,creek chub,august,liver,,,
LK9-A23-YP-3-M,3.663987366,-27.76265251,-27.07360902,-28.07,5.94,lake,yellow perch,august,muscle,,,
CR9-A23-YP-2-L,4.833910884,-30.87442822,-30.5657456,-32.34,5.3,creek,yellow perch,august,liver,,,
CR9-A23-CS-5-M,3.8981893,-29.90079259,-29.28417844,-30.44,6.73,creek,common shiner,august,muscle,,,
CR5-A23-CS-7-L,8.37922645,-28.95456581,-30.05275785,-33.93,5.39,creek,common shiner,august,liver,,,
CR5-A23-MF-1,5.147204989,-34.99426706,-34.79507252,-36.77,2.17,creek,mayfly,august,,,,
LK1-A23-YP-5-M,3.731121736,-27.16618948,-26.49771256,-27.54,5.69,lake,yellow perch,august,muscle,,,
LK1-A23-YP-5-L,5.206362572,-26.79570105,-26.61752861,-28.63,4.04,lake,yellow perch,august,liver,,,
CR9-A23-YP-4-M,3.796484504,-31.14148034,-30.49317855,-31.58,6.24,creek,yellow perch,august,muscle,,,
CR9-A23-SF-4,5.022084999,-31.31813585,-31.07484151,-32.97,4.46,creek,stonefly,august,,,,
CR9-A23-YP-3-M,3.782894828,-28.15493412,-27.50242543,-28.58,5.8,creek,yellow perch,august,muscle,,,
CR9-A23-CC-1-M,3.782876886,-26.96495188,-26.31243764,-27.39,6.65,creek,creek chub,august,muscle,,,
CR9-A23-CS-3-M,3.856661577,-29.93190504,-29.30230905,-30.43,6.52,creek,common shiner,august,muscle,,,
CR5-A23-CS-1-M,3.853759054,-28.52477854,-27.89427743,-29.02,6.61,creek,common shiner,august,muscle,,,
CR9-A23-YP-1-L,4.878406261,-29.5203778,-29.22705466,-31.03,5.2,creek,yellow perch,august,liver,,,
CR9-A23-YP-1-M,3.712024224,-28.92509602,-28.25075253,-29.28,5.83,creek,yellow perch,august,muscle,,,
CR9-A23-CC-2-L,6.084422613,-26.33642161,-26.48288239,-29.04,6.61,creek,creek chub,august,liver,,,
CR9-A23-CC-2-M,3.887270002,-27.2816027,-26.66156933,-27.81,7.58,creek,creek chub,august,muscle,,,
CR9-A23-CC-5-L,6.59145783,-25.72445675,-26.06876576,-28.93,5.2,creek,creek chub,august,liver,,,
CR9-A23-CC-5-M,3.971228318,-27.17848397,-26.58484647,-27.79,6.34,creek,creek chub,august,muscle,,,
CR9-A23-SF-1,4.883572914,-31.09526282,-30.80372728,-32.61,4.3,creek,stonefly,august,,,,
CR9-A23-CS-2-L,5.813533887,-29.10460145,-29.14843114,-31.54,5.83,creek,common shiner,august,liver,,,
LK5-A23-YP-11-M,3.756605465,-28.33096059,-27.67033187,-28.73,5.47,lake,yellow perch,august,muscle,,,
CR5-A23-GS-9-M,3.683978144,-30.00286164,-29.3199258,-30.33,6.15,creek,golden shiner,august,muscle,,,
CR5-A23-GS-10-M,3.723397528,-31.50383645,-30.83298519,-31.87,7.47,creek,golden shiner,august,muscle,,,
LK8-A23-YP-9-M,3.740899228,-28.02650976,-27.36104133,-28.41,5.51,lake,yellow perch,august,muscle,,,
CR5-A23-GS-7-M,3.73467056,-30.73267615,-30.0652908,-31.11,7.29,creek,golden shiner,august,muscle,,,
CR5-A23-GS-5-M,3.658769004,-30.25781869,-29.56718318,-30.56,6.6,creek,golden shiner,august,muscle,,,
CR5-A23-GS-6-M,3.722371901,-30.24485182,-29.57368545,-30.61,7.34,creek,golden shiner,august,muscle,,,
FN-A23-BNM-2-M,3.751699732,-31.65581727,-30.99367597,-32.05,6.36,int,bluntnose minnow,august,muscle,,,
CR5-A23-CS-6-M,3.662117588,-28.04450359,-27.35488956,-28.35,6.94,creek,common shiner,august,muscle,,,
CR5-M23-MUSS-20,4.976310626,-31.79345248,-31.5341482,-33.4,4.51,creek,mussel,may,,,,
CR5-M23-MUSS-10,4.853747847,-30.67478963,-30.37294673,-32.16,3.82,creek,mussel,may,,,,
CR5-M23-MUSS-30,4.720925497,-30.91628376,-30.56888578,-32.27,4.08,creek,mussel,may,,,,
LK9-023-GS-1-M,3.798556372,-27.57942919,-26.93176934,-28.02,5.82,lake,golden shiner,october,muscle,,,
LK9-023-GS-1-L,5.87709039,-26.84168051,-26.90939434,-29.34,4.54,lake,golden shiner,october,liver,,,
LK4-023-GS-2-M,3.752680206,-28.8248466,-28.16300754,-29.22,6.12,lake,golden shiner,october,muscle,,,
LK4-023-GS-2-L,6.088692383,-26.97219454,-27.12029033,-29.68,5.08,lake,golden shiner,october,liver,,,
LK2-023-GS-3-L,5.890282855,-27.08861997,-27.16130654,-29.6,3.63,lake,golden shiner,october,liver,,,
LK2-023-GS-3-M,3.903500775,-28.29553423,-27.68058477,-28.84,5.76,lake,golden shiner,october,muscle,,,
LK2-023-GS-4-M,3.78630195,-27.38156107,-26.7301065,-27.81,5.58,lake,golden shiner,october,muscle,,,
LK2-023-GS-4-L,7.156110686,-24.07545042,-24.6486314,-27.84,4.7,lake,golden shiner,october,liver,,,
LK2-023-GS-5-M,3.825906097,-27.92235296,-27.28318107,-28.39,6.22,lake,golden shiner,october,muscle,,,
LK2-023-GS-5-L,6.884509126,-25.37433597,-25.83632598,-28.87,5.03,lake,golden shiner,october,liver,,,
LK2-023-GS-6-L,7.610865479,-25.76524318,-26.52906145,-29.98,4.59,lake,golden shiner,october,liver,,,
LK2-023-GS-6-M,3.816305641,-29.34185742,-28.69970307,-29.8,5.91,lake,golden shiner,october,muscle,,,
LK2-023-GS-7-L,6.339952266,-25.60344726,-25.84869242,-28.56,4.42,lake,golden shiner,october,liver,,,
LK2-023-GS-7-M,3.9255952,-27.27366075,-26.66564645,-27.84,5.64,lake,golden shiner,october,muscle,,,
CR5-023-GS-1-M,3.965500974,-30.79415404,-30.19870821,-31.4,7.18,creek,golden shiner,october,muscle,,,
CR5-023-GS-1-L,6.724793743,-29.53245419,-29.93000918,-32.87,5.78,creek,golden shiner,october,liver,,,
CR5-023-GS-2-M,3.784188174,-30.26365371,-29.61154512,-30.69,6.54,creek,golden shiner,october,muscle,,,
CR5-023-GS-2-L,6.459058704,-31.17553188,-31.46746618,-34.25,5.56,creek,golden shiner,october,liver,,,
CR5-023-GS-3-M,3.808437254,-30.38964712,-29.74505079,-30.84,7.05,creek,golden shiner,october,muscle,,,
CR5-023-GS-3-L,7.047212621,-29.9432595,-30.471616,-33.6,5.1,creek,golden shiner,october,liver,,,
CR5-023-GS-4-M,3.812360464,-31.68576314,-31.04238413,-32.14,7.66,creek,golden shiner,october,muscle,,,
CR5-023-GS-4-L,6.844679619,-30.90376718,-31.34962212,-34.36,6.25,creek,golden shiner,october,liver,,,
CR5-023-GS-5-M,3.771030357,-30.99667995,-30.34050368,-31.41,6.64,creek,golden shiner,october,muscle,,,
CR5-023-GS-5-L,6.000737188,-28.90927018,-29.02379363,-31.53,5.52,creek,golden shiner,october,liver,,,
FN-023-CS-8-M,3.889994088,-29.29890585,-28.67972511,-29.83,6.05,int,common shiner,october,muscle,,,
FN-023-CS-8-L,6.655417512,-27.67113666,-28.04092474,-30.94,5.56,int,common shiner,october,liver,,,
FN-023-CS-7-M,3.99692501,-29.10304424,-28.51753399,-29.74,6.52,int,common shiner,october,muscle,,,
FN-023-CS-7-L,6.65321212,-26.75332,-27.12222761,-30.02,5.83,int,common shiner,october,liver,,,
FN-023-CS-6-M,3.928536138,-30.53074922,-29.92365931,-31.1,5.84,int,common shiner,october,muscle,,,
FN-023-CS-6-L,7.136135708,-28.10522565,-28.67016036,-31.85,4.83,int,common shiner,october,liver,,,
CR5-023-CS-4-M,3.912241758,-29.57688066,-28.96467287,-30.13,5.29,creek,common shiner,october,muscle,,,
CR5-023-CS-4-L,5.988182162,-29.22169966,-29.33144945,-31.83,4.4,creek,common shiner,october,liver,,,
CR5-023-CS-2-M,4.000949082,-29.39906041,-28.81482493,-30.04,6.2,creek,common shiner,october,muscle,,,
CR5-023-CS-2-L,12.56169771,-23.90391927,-27.06206879,-33.02,5.48,creek,common shiner,october,liver,,,
FN-023-CS-5-M,3.925433944,-27.6038204,-26.99575542,-28.17,4.7,int,common shiner,october,muscle,,,
FN-023-CS-5-L,6.191115351,-26.5107958,-26.69827186,-29.32,3.63,int,common shiner,october,liver,,,
FN-023-CS-1-M,4.075225915,-30.16552634,-29.60491998,-30.88,5.75,int,common shiner,october,muscle,,,
FN-023-CS-1-L,6.865720238,-27.16293696,-27.61731006,-30.64,5.11,int,common shiner,october,liver,,,
CR5-023-CS-3-M,3.865748784,-30.8529087,-30.22614834,-31.36,7.68,creek,common shiner,october,muscle,,,
CR5-023-CS-3-L,6.470735159,-31.43397219,-31.73050545,-34.52,6.55,creek,common shiner,october,liver,,,
CR5-023-CS-1-M,3.958899358,-28.17068964,-27.57316083,-28.77,6.63,creek,common shiner,october,muscle,,,
CR5-023-CS-1-L,9.601024403,-24.73498584,-26.39489685,-30.92,5.37,creek,common shiner,october,liver,,,
CR5-023-CS-30-M,3.930763933,-27.47854371,-26.87215423,-28.05,5.55,creek,common shiner,october,muscle,,,
CR5-023-CS-30-L,7.10562666,-26.10542961,-26.65779023,-29.82,5.71,creek,common shiner,october,liver,,,
FN-023-CS-4-M,4.01430497,-30.23583808,-29.65583751,-30.89,7.56,int,common shiner,october,muscle,,,
FN-023-CS-4-L,9.477273767,-28.10749897,-29.70890817,-34.17,6.36,int,common shiner,october,liver,,,
CR5-023-CS-6-M,3.807120106,-29.3309511,-28.6859462,-29.78,5.88,creek,common shiner,october,muscle,,,
CR5-023-CS-6-L,7.257349575,-28.93522392,-29.55036557,-32.8,5.48,creek,common shiner,october,liver,,,
CR5-023-CS-5-M,3.919936137,-29.72926322,-29.11947101,-30.29,7.37,creek,common shiner,october,muscle,,,
CR5-023-CS-5-L,5.74171334,-29.43570379,-29.45268912,-31.8,5.85,creek,common shiner,october,liver,,,
FN-023-CS-3-M,3.879069011,-30.30972168,-29.687123,-30.83,7.08,int,common shiner,october,muscle,,,
FN-023-CS-3-L,6.461435411,-29.33317894,-29.62604903,-32.41,5.45,int,common shiner,october,liver,,,
CR9-023-CC-1-M,3.890028888,-27.6288714,-27.00970155,-28.16,6.99,creek,creek chub,october,muscle,,,
CR9-023-CC-1-L,5.712367729,-26.21475595,-26.22081734,-28.55,5.37,creek,creek chub,october,liver,,,
CR6-023-CC-3-M,3.970154224,-27.51954732,-26.92557061,-28.13,8,creek,creek chub,october,muscle,,,
CR6-023-CC-3-L,5.837049266,-25.65132123,-25.7039738,-28.11,7.13,creek,creek chub,october,liver,,,
CR6-023-CC-5-M,3.914976845,-27.37417292,-26.76282356,-27.93,8.19,creek,creek chub,october,muscle,,,
CR6-023-CC-5-L,6.01490527,-24.84524378,-24.96515978,-27.48,7.34,creek,creek chub,october,liver,,,
LK5-023-CC-2-M,3.823302268,-27.27493075,-26.63494964,-27.74,5.83,lake,creek chub,october,muscle,,,
LK5-023-CC-2-L,5.842161577,-24.83626004,-24.89083292,-27.3,4.65,lake,creek chub,october,liver,,,
LK4-023-CC-4-M,3.730808059,-26.94650002,-26.27792664,-27.32,6.14,lake,creek chub,october,muscle,,,
LK4-023-CC-4-L,5.44075279,-25.76365474,-25.66984542,-27.83,5.35,lake,creek chub,october,liver,,,
CR6-023-CC-4-M,3.865431407,-26.59322291,-25.96636346,-27.1,7.47,lake,creek chub,october,muscle,,,
CR6-023-CC-4-L,5.524580962,-26.27066485,-26.20743877,-28.42,6.53,lake,creek chub,october,liver,,,
LK5-023-CC-1-M,3.795902545,-27.00205648,-26.3535744,-27.44,7.34,lake,creek chub,october,muscle,,,
LK5-023-CC-1-L,5.994623719,-24.69532252,-24.80752093,-27.31,6.58,lake,creek chub,october,liver,,,
CR5-023-CC-2-M,3.832326257,-27.98599701,-27.34882136,-28.46,6.68,creek,creek chub,october,muscle,,,
CR5-023-CC-2-L,4.915559119,-26.97359647,-26.69314682,-28.52,5.85,creek,creek chub,october,liver,,,
CR5-023-CC-6-M,3.868188032,-27.72049385,-27.09449513,-28.23,7.05,creek,creek chub,october,muscle,,,
CR5-023-CC-6-L,6.041386453,-27.24902741,-27.37903834,-29.91,6.38,creek,creek chub,october,liver,,,
CR5-023-CC-60-M,3.972144893,-26.04757656,-25.45422856,-26.66,7.34,creek,creek chub,october,muscle,,,
CR5-023-CC-60-L,6.25528792,-24.36726496,-24.57957014,-27.24,6.32,creek,creek chub,october,liver,,,
LK5-023-CC-3-M,3.756879394,-28.7406894,-28.08014516,-29.14,6.35,lake,creek chub,october,muscle,,,
LK5-023-CC-3-L,5.108491994,-27.57259293,-27.35970087,-29.31,5.57,lake,creek chub,october,liver,,,
LK1-023-CC-6-L,5.043221345,-26.19721087,-25.96133154,-27.87,6.1,lake,creek chub,october,liver,,,
LK4-O23-CC-5-M,3.747829131,-26.89964916,-26.23631504,-27.29,5.93,lake,creek chub,october,muscle,,,
LK4-023-CC-5-L,5.604301113,-24.9517419,-24.9177994,-27.18,4.82,lake,creek chub,october,liver,,,
LK9-023-BNM-30-M,3.895318181,-30.523635,-29.9061214,-31.06,5.61,lake,bluntnose minnow,october,muscle,,,
LK6-023-BNM-30-L,7.587876379,-28.51800238,-29.27205144,-32.71,4.86,lake,bluntnose minnow,october,liver,,,
LK6-023-BNM-40-M,3.927110251,-28.64216085,-28.03462272,-29.21,5.16,lake,bluntnose minnow,october,muscle,,,
LK6-023-BNM-40-L,11.26553491,-24.20712044,-26.68694771,-32.04,4.25,lake,bluntnose minnow,october,liver,,,
CR5-023-PD-5-M,3.95357738,-31.49595839,-30.89675145,-32.09,6.8,creek,pearl dace,october,muscle,,,
CR5-023-PD-5-L,5.044827367,-31.81562091,-31.58030558,-33.49,5.78,creek,pearl dace,october,liver,,,
CR5-023-PD-7-M,3.817299142,-29.50087385,-28.85902799,-29.96,7.12,creek,pearl dace,october,muscle,,,
CR5-023-PD-7-L,4.674401854,-30.25234216,-29.88912254,-31.56,5.65,creek,pearl dace,october,liver,,,
CR5-023-PD-6-M,3.895154932,-30.68379662,-30.06623188,-31.22,6.35,creek,pearl dace,october,muscle,,,
CR5-023-PD-6-L,8.102038943,-30.93898145,-31.91480876,-35.64,5.81,creek,pearl dace,october,liver,,,
LK9-023-BNM-20-M,3.81926318,-28.32892945,-27.68769355,-28.79,5.89,lake,bluntnose minnow,october,muscle,,,
LK9-023-BNM-20-L,6.264514378,-28.61813077,-28.83401559,-31.5,4.92,lake,bluntnose minnow,october,liver,,,
CR5-023-PD-2-M,3.81790211,-28.70027691,-28.0586183,-29.16,6.68,creek,pearl dace,october,muscle,,,
